total_sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,release_year
0.38,0.11,0.11,0.13,0.02,7.5,2011.0
0.38,0.06,0.31,0.0,0.01,7.5,2008.0
0.38,0.21,0.0,0.0,0.17,7.5,2008.0
0.38,0.24,0.07,0.06,0.01,5.2,2003.0
0.38,0.17,0.12,0.08,0.02,8.2,2011.0
0.38,0.17,0.04,0.14,0.03,6.7,2014.0
0.38,0.07,0.25,0.05,0.02,6.7,2002.0
0.38,0.13,0.19,0.04,0.03,7.5,2010.0
0.38,0.11,0.09,0.12,0.07,7.5,2014.0
0.37,0.14,0.02,0.16,0.06,7.5,2018.0
0.37,0.18,0.04,0.12,0.04,7.5,2008.0
0.37,0.16,0.01,0.14,0.06,7.6,2010.0
0.37,0.19,0.13,0.03,0.02,7.5,2009.0
0.37,0.1,0.03,0.19,0.06,7.5,2014.0
0.37,0.08,0.01,0.22,0.06,8.0,2018.0
0.37,0.12,0.01,0.22,0.03,7.5,2018.0
0.37,0.17,0.02,0.13,0.04,7.5,2006.0
0.37,0.29,0.0,0.04,0.03,7.5,2007.0
0.37,0.07,0.07,0.18,0.05,7.5,2016.0
0.37,0.2,0.01,0.13,0.03,6.0,2013.0
0.37,0.27,0.04,0.03,0.03,8.2,2008.0
0.37,0.15,0.16,0.05,0.02,8.1,2016.0
0.37,0.21,0.01,0.12,0.03,7.2,2011.0
0.37,0.16,0.04,0.13,0.03,7.9,2009.0
0.37,0.27,0.01,0.07,0.03,8.1,2006.0
0.37,0.09,0.01,0.18,0.1,7.5,2010.0
0.37,0.1,0.17,0.06,0.03,7.5,2018.0
0.37,0.16,0.06,0.12,0.03,6.7,2010.0
0.37,0.08,0.19,0.06,0.03,7.5,2018.0
0.37,0.08,0.21,0.06,0.02,7.5,1995.0
0.37,0.17,0.0,0.15,0.04,6.2,2009.0
0.37,0.11,0.05,0.16,0.05,7.5,2016.0
0.36,0.21,0.04,0.08,0.03,8.5,2009.0
0.36,0.08,0.21,0.06,0.02,7.5,2008.0
0.36,0.14,0.03,0.15,0.06,7.5,2017.0
0.36,0.04,0.27,0.03,0.01,7.5,2014.0
0.36,0.14,0.08,0.11,0.04,7.5,2001.0
0.36,0.21,0.04,0.07,0.04,4.0,2011.0
0.36,0.21,0.01,0.09,0.05,8.5,2009.0
0.36,0.06,0.23,0.04,0.02,8.5,1997.0
0.36,0.11,0.14,0.09,0.03,7.5,2001.0
0.36,0.28,0.05,0.0,0.02,6.3,2011.0
0.36,0.3,0.02,0.01,0.03,8.0,2005.0
0.36,0.04,0.25,0.05,0.03,7.5,2014.0
0.36,0.24,0.01,0.09,0.03,7.5,2010.0
0.36,0.15,0.08,0.11,0.02,8.0,2013.0
0.36,0.09,0.18,0.05,0.03,7.5,2018.0
0.36,0.16,0.03,0.12,0.06,7.5,2017.0
0.36,0.07,0.23,0.02,0.04,7.5,1998.0
0.36,0.18,0.08,0.08,0.03,7.0,2018.0
0.35,0.22,0.01,0.09,0.03,8.8,2013.0
0.35,0.17,0.0,0.15,0.03,7.5,2013.0
0.35,0.09,0.09,0.13,0.04,7.1,2015.0
0.35,0.09,0.15,0.07,0.04,7.5,2011.0
0.35,0.09,0.16,0.07,0.02,7.5,2003.0
0.35,0.13,0.17,0.03,0.02,5.0,2015.0
0.35,0.15,0.05,0.11,0.04,7.5,2001.0
0.35,0.13,0.13,0.05,0.04,7.5,2017.0
0.35,0.09,0.09,0.11,0.06,7.5,2016.0
0.35,0.1,0.15,0.08,0.03,6.2,2000.0
0.35,0.08,0.19,0.06,0.02,7.9,2006.0
0.35,0.03,0.28,0.02,0.02,8.7,2000.0
0.35,0.13,0.0,0.18,0.04,5.2,2009.0
0.35,0.3,0.0,0.01,0.03,6.3,2007.0
0.35,0.13,0.14,0.05,0.03,7.5,2010.0
0.34,0.07,0.2,0.05,0.02,7.5,2015.0
0.34,0.28,0.03,0.01,0.03,8.2,2006.0
0.34,0.08,0.19,0.06,0.02,7.5,2003.0
0.34,0.28,0.02,0.0,0.03,7.5,2007.0
0.34,0.09,0.15,0.06,0.05,7.5,2014.0
0.34,0.13,0.01,0.15,0.05,7.5,2010.0
0.34,0.14,0.15,0.03,0.02,6.4,2009.0
0.34,0.22,0.08,0.02,0.02,7.7,2007.0
0.34,0.04,0.25,0.03,0.01,4.9,2009.0
0.34,0.11,0.12,0.09,0.03,6.3,2006.0
0.34,0.3,0.01,0.01,0.03,7.5,2007.0
0.34,0.27,0.02,0.02,0.03,5.7,2007.0
0.34,0.13,0.04,0.13,0.05,7.5,2015.0
0.34,0.14,0.16,0.02,0.02,8.0,2009.0
0.34,0.1,0.2,0.04,0.01,7.5,2004.0
0.34,0.08,0.17,0.05,0.04,4.7,2011.0
0.34,0.14,0.09,0.07,0.04,7.5,2016.0
0.34,0.28,0.03,0.01,0.02,7.5,2007.0
0.34,0.19,0.01,0.11,0.03,7.5,2012.0
0.34,0.05,0.23,0.03,0.02,7.5,1998.0
0.34,0.05,0.03,0.2,0.05,7.5,2013.0
0.34,0.16,0.02,0.11,0.05,7.5,2016.0
0.34,0.21,0.06,0.02,0.05,7.5,2016.0
0.33,0.06,0.21,0.04,0.02,7.5,1996.0
0.33,0.2,0.03,0.08,0.03,7.6,2012.0
0.33,0.27,0.02,0.01,0.03,7.8,2006.0
0.33,0.23,0.01,0.07,0.03,7.5,2011.0
0.33,0.07,0.2,0.05,0.01,6.0,2018.0
0.33,0.15,0.0,0.14,0.04,4.0,2008.0
0.33,0.1,0.12,0.08,0.03,7.0,2003.0
0.33,0.12,0.16,0.04,0.01,7.5,2005.0
0.33,0.06,0.22,0.04,0.02,6.5,1998.0
0.33,0.14,0.16,0.01,0.01,8.6,2007.0
0.33,0.22,0.09,0.0,0.02,7.6,2007.0
0.33,0.3,0.0,0.0,0.03,5.5,2009.0
0.33,0.16,0.04,0.11,0.02,7.5,1996.0
0.33,0.19,0.09,0.03,0.02,7.4,2007.0
0.33,0.12,0.06,0.13,0.03,7.4,2010.0
0.33,0.17,0.08,0.06,0.02,8.0,2016.0
0.33,0.09,0.15,0.07,0.02,7.9,2006.0
0.33,0.14,0.08,0.08,0.04,7.5,2016.0
0.33,0.19,0.1,0.01,0.03,7.5,2011.0
0.33,0.09,0.14,0.07,0.03,7.5,2012.0
0.33,0.05,0.23,0.04,0.01,7.5,2004.0
0.33,0.26,0.03,0.0,0.03,7.1,2006.0
0.33,0.12,0.08,0.1,0.03,9.4,2001.0
0.33,0.17,0.09,0.06,0.01,7.4,2004.0
0.33,0.09,0.02,0.17,0.05,7.5,2014.0
0.33,0.14,0.02,0.14,0.03,6.7,2009.0
0.32,0.2,0.05,0.04,0.03,7.5,2007.0
0.32,0.21,0.08,0.01,0.02,5.3,2007.0
0.32,0.14,0.11,0.04,0.04,7.0,2011.0
0.32,0.17,0.01,0.11,0.03,7.5,2009.0
0.32,0.08,0.15,0.06,0.02,8.4,2004.0
0.32,0.19,0.08,0.04,0.02,7.9,2007.0
0.32,0.14,0.07,0.09,0.02,5.5,2015.0
0.32,0.28,0.02,0.0,0.03,6.5,2007.0
0.32,0.11,0.12,0.07,0.02,7.5,2000.0
0.32,0.08,0.16,0.05,0.04,7.5,2014.0
0.32,0.08,0.16,0.06,0.02,7.5,2002.0
0.32,0.14,0.15,0.02,0.02,7.3,2007.0
0.32,0.08,0.0,0.18,0.06,7.5,2008.0
0.32,0.19,0.0,0.1,0.03,7.5,2013.0
0.32,0.15,0.13,0.04,0.0,7.5,1998.0
0.32,0.22,0.08,0.01,0.02,7.3,2006.0
0.32,0.11,0.1,0.08,0.03,7.1,2011.0
0.32,0.15,0.03,0.1,0.04,7.5,2012.0
0.32,0.05,0.21,0.04,0.02,7.5,1997.0
0.32,0.15,0.01,0.14,0.03,7.5,2016.0
0.32,0.1,0.07,0.11,0.04,7.5,2014.0
0.32,0.24,0.0,0.04,0.03,7.7,2010.0
0.32,0.13,0.02,0.14,0.02,7.5,2017.0
0.32,0.23,0.02,0.04,0.02,8.0,2006.0
0.32,0.06,0.07,0.14,0.05,6.8,2011.0
0.32,0.23,0.02,0.04,0.02,8.6,2010.0
0.31,0.09,0.0,0.18,0.04,6.6,2009.0
0.31,0.11,0.08,0.1,0.03,7.5,2013.0
0.31,0.1,0.13,0.07,0.02,7.5,1998.0
0.31,0.2,0.03,0.06,0.02,7.9,2011.0
0.31,0.27,0.01,0.01,0.02,7.0,2008.0
0.31,0.28,0.0,0.0,0.02,6.8,2007.0
0.31,0.07,0.16,0.06,0.02,7.5,2003.0
0.31,0.09,0.01,0.13,0.07,7.8,2010.0
0.31,0.18,0.09,0.02,0.02,7.6,2010.0
0.31,0.06,0.13,0.02,0.1,7.5,1999.0
0.31,0.17,0.11,0.01,0.02,7.5,2010.0
0.31,0.1,0.01,0.15,0.05,7.5,2017.0
0.31,0.09,0.01,0.15,0.05,7.5,2010.0
0.31,0.05,0.05,0.19,0.02,7.5,2015.0
0.31,0.08,0.06,0.15,0.02,5.6,2011.0
0.31,0.09,0.06,0.12,0.04,7.5,2014.0
0.31,0.16,0.12,0.02,0.01,7.5,2012.0
0.3,0.24,0.0,0.03,0.03,7.5,2007.0
0.3,0.17,0.04,0.07,0.03,7.8,2011.0
0.3,0.05,0.21,0.03,0.02,7.5,1995.0
0.3,0.15,0.06,0.06,0.02,6.2,2008.0
0.3,0.06,0.17,0.05,0.02,7.5,2015.0
0.3,0.15,0.04,0.07,0.05,7.5,2017.0
0.3,0.14,0.07,0.07,0.02,8.0,2011.0
0.3,0.08,0.03,0.17,0.02,7.5,2016.0
0.3,0.16,0.08,0.04,0.02,7.6,2009.0
0.3,0.24,0.01,0.02,0.03,7.5,2018.0
0.3,0.2,0.05,0.03,0.02,6.3,2006.0
0.3,0.06,0.01,0.22,0.02,5.3,2017.0
0.3,0.01,0.0,0.28,0.02,7.9,2013.0
0.3,0.05,0.19,0.04,0.01,7.5,2003.0
0.3,0.16,0.04,0.05,0.05,7.5,2018.0
0.3,0.07,0.15,0.05,0.02,7.5,1996.0
0.3,0.18,0.03,0.05,0.03,7.5,2012.0
0.3,0.1,0.1,0.07,0.03,7.5,2000.0
0.3,0.13,0.07,0.07,0.02,6.6,2009.0
0.3,0.13,0.03,0.09,0.05,7.5,2014.0
0.29,0.13,0.03,0.1,0.03,7.5,2008.0
0.29,0.03,0.21,0.02,0.02,7.5,1996.0
0.29,0.12,0.02,0.13,0.02,7.5,2016.0
0.29,0.09,0.06,0.1,0.04,7.5,2014.0
0.29,0.13,0.05,0.08,0.02,8.1,2017.0
0.29,0.11,0.13,0.03,0.03,7.5,2018.0
0.29,0.13,0.04,0.1,0.02,6.4,2010.0
0.29,0.07,0.15,0.05,0.02,8.8,2010.0
0.29,0.17,0.01,0.09,0.03,8.4,2018.0
0.29,0.06,0.15,0.05,0.03,7.0,2010.0
0.29,0.22,0.01,0.04,0.02,7.5,2007.0
0.29,0.11,0.07,0.06,0.04,7.5,2012.0
0.29,0.03,0.22,0.02,0.02,7.5,1998.0
0.29,0.22,0.02,0.05,0.0,7.5,1999.0
0.29,0.14,0.11,0.02,0.02,6.0,2015.0
0.29,0.02,0.25,0.02,0.01,7.5,2004.0
0.29,0.09,0.01,0.14,0.05,7.0,2010.0
0.29,0.11,0.01,0.12,0.05,7.5,2013.0
0.29,0.17,0.1,0.0,0.02,7.7,2004.0
0.29,0.15,0.05,0.07,0.02,6.7,2009.0
0.29,0.06,0.2,0.02,0.01,6.0,2010.0
0.29,0.06,0.22,0.0,0.01,5.3,2009.0
0.29,0.11,0.07,0.08,0.03,6.8,2010.0
0.29,0.15,0.12,0.01,0.01,6.5,2005.0
0.29,0.06,0.16,0.05,0.02,7.5,2002.0
0.29,0.04,0.23,0.01,0.01,7.5,2017.0
0.29,0.13,0.03,0.08,0.04,7.5,2016.0
0.29,0.06,0.01,0.18,0.04,7.5,2017.0
0.29,0.09,0.11,0.07,0.03,7.5,2010.0
0.29,0.14,0.01,0.1,0.04,6.2,2009.0
0.28,0.05,0.17,0.04,0.02,7.4,2011.0
0.28,0.07,0.12,0.07,0.01,7.5,2012.0
0.28,0.12,0.03,0.1,0.03,7.5,2006.0
0.28,0.11,0.13,0.03,0.01,8.1,2018.0
0.28,0.02,0.02,0.14,0.1,7.8,2010.0
0.28,0.13,0.12,0.02,0.01,7.5,2007.0
0.28,0.11,0.08,0.07,0.03,8.0,2011.0
0.28,0.1,0.14,0.03,0.02,5.8,2007.0
0.28,0.1,0.01,0.14,0.03,7.0,2011.0
0.28,0.1,0.02,0.12,0.05,6.0,2010.0
0.28,0.16,0.05,0.03,0.04,7.5,2015.0
0.28,0.06,0.15,0.04,0.02,7.2,1998.0
0.28,0.11,0.14,0.01,0.01,7.6,2015.0
0.28,0.09,0.1,0.07,0.02,7.0,2001.0
0.28,0.06,0.05,0.12,0.04,7.5,2018.0
0.28,0.09,0.1,0.06,0.02,8.3,1998.0
0.28,0.2,0.03,0.02,0.02,9.2,2007.0
0.28,0.25,0.0,0.01,0.02,7.5,2009.0
0.28,0.05,0.02,0.19,0.02,7.5,2016.0
0.28,0.16,0.1,0.0,0.02,8.1,2006.0
0.28,0.03,0.23,0.01,0.01,7.5,1995.0
0.28,0.15,0.05,0.06,0.02,8.0,2010.0
0.28,0.05,0.17,0.04,0.01,6.6,2002.0
0.28,0.11,0.01,0.13,0.03,7.5,2011.0
0.27,0.12,0.01,0.09,0.04,7.5,2016.0
0.27,0.06,0.14,0.05,0.02,7.5,2000.0
0.27,0.11,0.09,0.04,0.03,6.0,2010.0
0.27,0.06,0.14,0.04,0.02,7.5,1997.0
0.27,0.04,0.08,0.12,0.03,7.5,2016.0
0.27,0.15,0.01,0.08,0.02,6.4,2014.0
0.27,0.09,0.05,0.1,0.04,7.5,2018.0
0.27,0.06,0.02,0.14,0.04,7.5,2014.0
0.27,0.08,0.0,0.17,0.02,7.5,2013.0
0.27,0.16,0.1,0.0,0.01,6.8,2005.0
0.27,0.11,0.02,0.09,0.04,7.5,2013.0
0.27,0.24,0.01,0.0,0.02,7.5,2006.0
0.27,0.09,0.11,0.06,0.02,7.5,1997.0
0.27,0.11,0.04,0.09,0.03,7.9,2011.0
0.27,0.12,0.0,0.11,0.02,8.0,2010.0
0.27,0.1,0.1,0.03,0.03,7.5,2014.0
0.27,0.12,0.02,0.09,0.04,7.5,2018.0
0.27,0.14,0.03,0.08,0.02,7.4,2018.0
0.27,0.09,0.15,0.02,0.01,7.7,2009.0
0.27,0.11,0.14,0.01,0.01,7.9,2017.0
0.27,0.02,0.22,0.02,0.02,7.5,1997.0
0.26,0.12,0.04,0.06,0.04,7.5,2012.0
0.26,0.1,0.11,0.04,0.01,7.5,2004.0
0.26,0.17,0.01,0.06,0.02,7.5,2012.0
0.26,0.06,0.14,0.05,0.02,7.5,2004.0
0.26,0.06,0.18,0.0,0.01,7.5,2010.0
0.26,0.1,0.14,0.01,0.01,8.1,2013.0
0.26,0.08,0.11,0.06,0.02,7.3,1996.0
0.26,0.1,0.05,0.08,0.03,7.5,2007.0
0.26,0.17,0.06,0.01,0.02,7.5,2015.0
0.26,0.07,0.13,0.05,0.02,7.2,2000.0
0.26,0.11,0.03,0.1,0.02,7.5,2011.0
0.26,0.06,0.13,0.04,0.03,7.5,2016.0
0.26,0.21,0.0,0.02,0.02,7.5,2007.0
0.26,0.11,0.03,0.09,0.03,7.5,2003.0
0.26,0.04,0.18,0.03,0.02,7.0,1999.0
0.26,0.22,0.02,0.0,0.02,7.6,2005.0
0.26,0.14,0.07,0.05,0.01,7.5,2006.0
0.26,0.16,0.04,0.06,0.0,8.6,2002.0
0.26,0.13,0.11,0.01,0.01,7.6,2005.0
0.26,0.16,0.0,0.07,0.02,7.5,2013.0
0.26,0.12,0.02,0.1,0.02,7.4,2013.0
0.26,0.16,0.04,0.05,0.01,8.8,2003.0
0.26,0.16,0.01,0.06,0.02,7.5,2016.0
0.26,0.17,0.06,0.01,0.02,7.5,2018.0
0.26,0.11,0.11,0.02,0.01,6.7,2006.0
0.26,0.05,0.11,0.07,0.03,7.5,2012.0
0.26,0.18,0.0,0.06,0.02,6.0,2010.0
0.25,0.14,0.02,0.08,0.02,6.9,2016.0
0.25,0.1,0.08,0.06,0.01,7.0,2011.0
0.25,0.19,0.03,0.01,0.02,6.5,2007.0
0.25,0.18,0.01,0.04,0.02,7.5,2007.0
0.25,0.1,0.1,0.04,0.01,8.8,2001.0
0.25,0.08,0.06,0.07,0.03,7.5,2014.0
0.25,0.15,0.06,0.02,0.02,5.3,2006.0
0.25,0.09,0.07,0.05,0.03,7.5,2017.0
0.25,0.15,0.06,0.02,0.02,5.7,2012.0
0.25,0.12,0.02,0.09,0.03,6.1,2011.0
0.25,0.05,0.14,0.03,0.03,7.5,2015.0
0.25,0.07,0.14,0.03,0.01,7.5,2010.0
0.25,0.1,0.12,0.01,0.02,8.1,2009.0
0.25,0.16,0.05,0.04,0.0,7.0,1999.0
0.25,0.19,0.01,0.01,0.05,7.5,2018.0
0.25,0.05,0.15,0.03,0.02,7.5,1996.0
0.25,0.15,0.06,0.04,0.01,8.4,2002.0
0.25,0.13,0.05,0.06,0.02,6.9,2009.0
0.25,0.08,0.12,0.03,0.01,7.5,2004.0
0.25,0.06,0.12,0.06,0.01,6.2,2013.0
0.25,0.12,0.01,0.11,0.02,9.4,2018.0
0.25,0.03,0.18,0.03,0.01,7.5,2005.0
0.25,0.16,0.03,0.05,0.02,7.5,2012.0
0.25,0.11,0.1,0.04,0.01,7.5,2004.0
0.25,0.1,0.1,0.01,0.04,7.5,2013.0
0.25,0.1,0.08,0.03,0.03,7.5,2018.0
0.24,0.03,0.18,0.02,0.02,7.5,2015.0
0.24,0.07,0.14,0.02,0.02,7.5,2017.0
0.24,0.1,0.08,0.04,0.03,7.5,2017.0
0.24,0.08,0.13,0.01,0.01,7.0,2011.0
0.24,0.09,0.01,0.1,0.05,7.5,2012.0
0.24,0.1,0.02,0.07,0.05,7.5,2014.0
0.24,0.13,0.01,0.08,0.02,5.9,2012.0
0.24,0.16,0.04,0.02,0.02,6.3,2009.0
0.24,0.17,0.01,0.03,0.03,7.8,2010.0
0.24,0.13,0.06,0.04,0.01,5.8,2009.0
0.24,0.05,0.18,0.0,0.01,7.5,2012.0
0.24,0.06,0.13,0.04,0.01,7.5,2016.0
0.24,0.15,0.04,0.02,0.02,8.7,2007.0
0.24,0.12,0.01,0.09,0.02,6.5,2011.0
0.24,0.12,0.05,0.04,0.03,7.5,2013.0
0.24,0.19,0.03,0.0,0.02,7.5,2008.0
0.24,0.04,0.16,0.03,0.02,7.5,1996.0
0.24,0.21,0.01,0.0,0.02,5.9,2009.0
0.24,0.11,0.02,0.07,0.04,7.5,2018.0
0.24,0.11,0.02,0.08,0.03,7.5,2006.0
0.24,0.04,0.16,0.03,0.02,7.5,1999.0
0.24,0.16,0.06,0.0,0.01,6.8,2007.0
0.24,0.11,0.12,0.0,0.01,7.1,2009.0
0.24,0.13,0.02,0.05,0.04,7.5,2017.0
0.24,0.08,0.0,0.11,0.04,6.6,2009.0
0.24,0.04,0.03,0.13,0.03,7.5,2015.0
0.24,0.1,0.02,0.09,0.03,7.5,2012.0
0.24,0.14,0.05,0.04,0.01,7.5,2002.0
0.24,0.15,0.07,0.0,0.01,5.2,2007.0
0.23,0.06,0.1,0.05,0.02,7.5,2006.0
0.23,0.04,0.01,0.14,0.03,5.5,2012.0
0.23,0.0,0.12,0.08,0.02,7.5,2014.0
0.23,0.12,0.08,0.02,0.02,7.0,2018.0
0.23,0.08,0.13,0.0,0.02,8.0,2010.0
0.23,0.08,0.01,0.11,0.04,7.5,2014.0
0.23,0.14,0.05,0.02,0.02,5.4,2009.0
0.23,0.06,0.12,0.04,0.01,7.5,1995.0
0.23,0.11,0.02,0.06,0.04,7.5,2016.0
0.23,0.11,0.06,0.01,0.04,7.5,2015.0
0.23,0.09,0.03,0.08,0.03,7.5,2016.0
0.23,0.13,0.02,0.06,0.02,7.3,2010.0
0.23,0.08,0.05,0.06,0.03,7.5,2018.0
0.23,0.11,0.0,0.06,0.05,7.5,2012.0
0.23,0.06,0.12,0.04,0.01,7.5,1998.0
0.23,0.15,0.06,0.01,0.01,8.8,2005.0
0.23,0.08,0.0,0.13,0.02,6.5,2014.0
0.23,0.09,0.12,0.0,0.01,5.0,2008.0
0.23,0.17,0.04,0.01,0.01,8.2,2007.0
0.22,0.08,0.1,0.02,0.02,7.5,2014.0
0.22,0.05,0.11,0.04,0.02,7.5,2016.0
0.22,0.07,0.07,0.07,0.01,8.0,2018.0
0.22,0.1,0.06,0.03,0.03,7.5,2011.0
0.22,0.07,0.03,0.1,0.02,7.5,2010.0
0.22,0.13,0.04,0.03,0.01,7.5,2012.0
0.22,0.11,0.02,0.06,0.03,7.5,2018.0
0.22,0.12,0.08,0.0,0.01,6.0,2009.0
0.22,0.05,0.12,0.03,0.01,7.9,1998.0
0.22,0.03,0.17,0.02,0.01,7.3,2004.0
0.22,0.15,0.03,0.02,0.01,7.7,2010.0
0.22,0.14,0.07,0.01,0.01,7.5,2006.0
0.22,0.06,0.12,0.01,0.02,7.5,2015.0
0.22,0.07,0.08,0.06,0.02,7.5,2002.0
0.22,0.09,0.03,0.08,0.02,7.5,2013.0
0.22,0.11,0.03,0.04,0.03,7.5,2015.0
0.22,0.14,0.05,0.03,0.0,7.5,2001.0
0.22,0.11,0.02,0.06,0.04,7.5,2017.0
0.22,0.09,0.1,0.0,0.02,7.5,2013.0
0.22,0.14,0.02,0.05,0.02,8.0,2015.0
0.22,0.09,0.06,0.04,0.03,7.8,2018.0
0.22,0.11,0.06,0.04,0.0,7.8,2001.0
0.22,0.13,0.0,0.07,0.02,6.0,2011.0
0.21,0.08,0.08,0.04,0.02,7.5,2017.0
0.21,0.11,0.06,0.03,0.01,8.1,2018.0
0.21,0.06,0.12,0.02,0.02,7.5,2015.0
0.21,0.06,0.08,0.05,0.02,7.5,2011.0
0.21,0.12,0.02,0.05,0.02,7.5,2009.0
0.21,0.13,0.03,0.04,0.01,7.5,2002.0
0.21,0.1,0.01,0.05,0.04,7.5,2012.0
0.21,0.18,0.01,0.0,0.02,3.9,2007.0
0.21,0.1,0.06,0.03,0.03,7.5,2013.0
0.21,0.03,0.15,0.02,0.01,7.5,2003.0
0.21,0.1,0.02,0.06,0.03,7.5,2018.0
0.21,0.1,0.04,0.06,0.02,8.0,2017.0
0.21,0.07,0.04,0.07,0.03,7.5,2015.0
0.21,0.1,0.07,0.03,0.01,7.5,2011.0
0.21,0.09,0.03,0.07,0.02,7.5,2001.0
0.21,0.11,0.0,0.08,0.02,5.7,2010.0
0.21,0.12,0.0,0.07,0.02,7.3,2009.0
0.21,0.07,0.06,0.05,0.03,7.5,2013.0
0.21,0.08,0.03,0.08,0.02,7.5,2011.0
0.21,0.15,0.03,0.01,0.01,7.0,2009.0
0.21,0.15,0.01,0.03,0.02,7.5,2012.0
0.21,0.09,0.08,0.03,0.0,8.2,2001.0
0.21,0.05,0.09,0.05,0.02,7.5,2018.0
0.21,0.12,0.05,0.03,0.01,6.5,2009.0
0.21,0.07,0.03,0.07,0.03,7.5,2017.0
0.21,0.06,0.05,0.08,0.01,6.5,2012.0
0.21,0.04,0.12,0.03,0.01,7.5,2003.0
0.2,0.13,0.05,0.02,0.0,7.5,1998.0
0.2,0.07,0.05,0.05,0.02,8.2,2009.0
0.2,0.09,0.02,0.07,0.02,7.5,2001.0
0.2,0.08,0.07,0.02,0.02,4.5,2010.0
0.2,0.14,0.02,0.04,0.01,7.5,2002.0
0.2,0.06,0.14,0.0,0.01,7.5,2006.0
0.2,0.11,0.03,0.03,0.03,7.5,2015.0
0.2,0.09,0.0,0.09,0.02,7.5,2013.0
0.2,0.04,0.1,0.05,0.02,7.0,2014.0
0.2,0.06,0.01,0.1,0.04,4.3,2010.0
0.2,0.03,0.02,0.13,0.03,7.5,2014.0
0.2,0.14,0.02,0.02,0.02,7.5,2006.0
0.2,0.1,0.07,0.02,0.01,7.5,2009.0
0.2,0.02,0.16,0.01,0.01,7.5,1997.0
0.2,0.06,0.07,0.05,0.02,7.5,2005.0
0.2,0.04,0.1,0.06,0.01,7.5,2016.0
0.2,0.06,0.08,0.04,0.02,6.6,2011.0
0.2,0.1,0.02,0.07,0.02,7.5,2010.0
0.2,0.15,0.02,0.02,0.01,6.2,2010.0
0.2,0.06,0.0,0.12,0.01,7.5,2013.0
0.2,0.08,0.07,0.04,0.01,7.6,2011.0
0.2,0.08,0.1,0.01,0.01,7.5,2018.0
0.2,0.16,0.01,0.02,0.02,5.0,2008.0
0.2,0.06,0.07,0.05,0.01,7.2,2010.0
0.2,0.06,0.09,0.04,0.01,7.6,1997.0
0.2,0.09,0.09,0.0,0.01,6.6,2007.0
0.2,0.12,0.03,0.03,0.02,6.1,2009.0
0.2,0.1,0.07,0.02,0.01,7.9,2005.0
0.2,0.12,0.01,0.04,0.02,6.6,2010.0
0.2,0.1,0.04,0.04,0.02,7.4,2011.0
0.2,0.02,0.18,0.0,0.0,6.4,2008.0
0.19,0.1,0.04,0.04,0.01,5.7,2011.0
0.19,0.12,0.03,0.03,0.01,7.5,2002.0
0.19,0.02,0.16,0.01,0.0,7.5,2008.0
0.19,0.09,0.01,0.07,0.01,8.1,2012.0
0.19,0.06,0.09,0.04,0.01,6.6,2016.0
0.19,0.12,0.02,0.04,0.02,8.6,2018.0
0.19,0.1,0.01,0.06,0.02,7.6,2011.0
0.19,0.1,0.03,0.04,0.01,6.7,2011.0
0.19,0.06,0.1,0.02,0.01,6.1,2008.0
0.19,0.07,0.11,0.0,0.01,6.5,2006.0
0.19,0.1,0.01,0.06,0.03,7.2,2009.0
0.19,0.15,0.02,0.01,0.01,6.0,2007.0
0.19,0.09,0.02,0.07,0.02,7.5,2012.0
0.19,0.05,0.1,0.02,0.02,7.5,2016.0
0.19,0.07,0.1,0.0,0.02,7.5,2015.0
0.19,0.05,0.09,0.03,0.02,7.5,2014.0
0.19,0.05,0.01,0.1,0.03,7.5,2014.0
0.19,0.07,0.08,0.03,0.01,5.6,2009.0
0.19,0.11,0.01,0.06,0.02,7.5,2012.0
0.19,0.07,0.01,0.08,0.03,7.5,2017.0
0.19,0.06,0.03,0.07,0.03,7.5,2015.0
0.19,0.07,0.04,0.06,0.02,7.5,2007.0
0.19,0.06,0.07,0.05,0.02,7.5,2011.0
0.19,0.06,0.08,0.04,0.01,8.5,2018.0
0.19,0.12,0.01,0.04,0.02,8.5,2018.0
0.19,0.14,0.0,0.03,0.01,7.0,2010.0
0.19,0.05,0.02,0.09,0.03,7.5,2010.0
0.19,0.17,0.0,0.01,0.01,8.1,2009.0
0.19,0.12,0.06,0.0,0.01,7.5,2007.0
0.18,0.11,0.05,0.01,0.01,8.0,2008.0
0.18,0.04,0.11,0.03,0.01,7.2,2009.0
0.18,0.07,0.03,0.06,0.02,6.2,2010.0
0.18,0.03,0.05,0.08,0.02,7.5,2012.0
0.18,0.02,0.02,0.1,0.03,7.5,2016.0
0.18,0.14,0.0,0.02,0.01,6.9,2007.0
0.18,0.11,0.05,0.01,0.01,8.3,2006.0
0.18,0.05,0.1,0.02,0.01,7.5,2013.0
0.18,0.14,0.01,0.02,0.01,5.3,2009.0
0.18,0.02,0.13,0.01,0.01,7.5,2017.0
0.18,0.11,0.05,0.02,0.01,4.3,2010.0
0.18,0.11,0.02,0.03,0.01,6.5,2011.0
0.18,0.17,0.0,0.0,0.01,8.0,2009.0
0.18,0.06,0.04,0.06,0.02,7.2,2017.0
0.18,0.06,0.08,0.02,0.01,7.5,2015.0
0.18,0.12,0.02,0.02,0.02,7.5,2013.0
0.18,0.04,0.1,0.03,0.01,7.5,2003.0
0.18,0.05,0.08,0.04,0.01,7.5,2006.0
